filename,LCD,PLD,LFPD,cm3_g,ASA_m2_cm3,ASA_m2_g,NASA_m2_cm3,NASA_m2_g,AV_VF,AV_cm3_g,NAV_cm3_g,Has_OMS,Metal 1,Percent 1,Metal 2,Percent 2,Hydrophobic / Hydrophilic
MODPAW_charged,5.25387,2.47064,5.25387,1.67942,0,0,395.962,235.773,0.4874,0.290219,0,No,Cd,0.267523969,Cd,0.267523969,0
MODPEA_charged,5.29068,2.46235,5.29068,1.67149,0,0,406.828,243.392,0.4892,0.292672,0,Yes,Cd,0.267523969,Cd,0.267523969,0
MUPYUS_clean,3.48335,2.65632,3.45516,2.27091,0,0,2.81663,1.24031,0.4178,0.183979,0,Yes,Cd,0.22261932,Cd,0.22261932,0
NABCIE_clean,3.55623,2.59798,3.54882,1.29401,0,0,14.812,11.4466,0.4134,0.319473,0,No,Co,0.063865944,Co,0.063865944,0
NASCIV_clean,4.05573,2.79544,4.05573,2.15823,0,0,55.7068,25.8114,0.4162,0.192843,0,No,Cd,0.218692792,Cd,0.218692792,0
NEGGOX_clean,5.958,4.78851,5.958,1.0465,1755.04,1677.06,0,0,0.62,0.592452,0,Yes,Mn,0.238899747,Mn,0.238899747,0
NEYYOG_clean,12.40074,10.67498,12.40074,2.29878,647.592,281.711,0,0,0.4982,0.216724,0,Yes,Cu,0.128876439,Cu,0.128876439,0
NIBBOR_clean,4.76941,2.47069,4.76941,2.0285,0,0,155.525,76.6701,0.3844,0.1895,0,Yes,Ba,0.297843499,Cu,0.137822591,0
NICJOA_clean,5.23642,4.20266,5.23642,2.06216,363.775,176.405,0,0,0.3588,0.173993,0,Yes,Ba,0.286643734,Cu,0.132640069,0
NIJZIP_clean,9.04941,7.56212,9.04941,1.42787,1214.86,850.82,0,0,0.5802,0.406339,0,Yes,Nd,0.231276396,Cu,0.152833674,0
NIJZOV_clean,8.62609,7.08161,8.6236,1.5406,1133.11,735.501,0,0,0.5798,0.376347,0,Yes,Er,0.258636606,Cu,0.147394057,0
NIMTEJ_clean,3.06948,2.48242,3.06437,2.15717,0,0,0,0,0.3204,0.148528,0,Yes,Ce,0.261466058,Cu,0.118581191,0
NIMVEL_clean,3.05226,2.43205,3.04682,2.1389,0,0,0,0,0.3222,0.150638,0,Yes,La,0.259793983,Cu,0.118849664,0
NIMVIP_clean,3.06384,2.47616,3.06108,2.18009,0,0,0,0,0.3174,0.14559,0,Yes,Pr,0.262555479,Cu,0.11840627,0
NIMWUD_clean,4.74884,3.19761,4.72938,1.70114,0,0,559.822,329.086,0.4342,0.25524,0,No,Cd,0.12935676,Cd,0.12935676,0
NINHOH_clean,6.49972,5.39746,6.49972,1.04902,2642.26,2518.78,0,0,0.76,0.724483,0,Yes,Cd,0.341787777,Cd,0.341787777,0
NIVNOW_clean,4.9886,3.10602,4.9886,1.76087,0,0,889.731,505.28,0.502,0.285087,0,Yes,Cu,0.16799467,W,0.324008227,0
NIVNUC_clean,5.02349,3.15608,4.44899,1.74877,0,0,914.58,522.985,0.5046,0.288546,0,Yes,Cu,0.16799467,W,0.324008227,0
NOKLIJ_clean,11.48526,10.66621,11.48526,1.19832,1550.1,1293.56,0,0,0.646,0.539086,0,Yes,Ni,0.188431025,Ni,0.188431025,0
NUTQAV_clean,10.89201,6.87272,10.20477,0.722737,2294.74,3175.06,0,0,0.7432,1.02831,0,Yes,Cu,0.133128025,Cu,0.133128025,0
OCIYUW_charged,8.80231,6.58286,8.80231,1.78935,948.405,530.028,0,0,0.4744,0.265124,0,Yes,Ag,0.138667186,Ag,0.138667186,0
OFERUN_clean,11.51766,3.43919,11.48105,0.924676,1442.14,1559.62,0,0,0.6416,0.693865,0,No,Zn,0.143644321,Zn,0.143644321,0
OFERUN02_clean_h,11.42938,3.12691,11.42938,0.92153,0,0,1377.79,1495.11,0.6302,0.683863,0,No,Zn,0.14375044,Zn,0.14375044,0
OFERUN03_clean,11.46292,3.40962,11.46292,0.924148,1470.74,1591.45,0,0,0.649,0.702268,0,No,Zn,0.143644321,Zn,0.143644321,0
OFERUN04_clean,11.44119,3.48468,11.44119,0.914254,1502.2,1643.09,0,0,0.6524,0.713587,0,No,Zn,0.143644321,Zn,0.143644321,0
OFERUN06_clean,11.42842,3.43062,11.4146,0.893311,1495.78,1674.42,0,0,0.6708,0.750915,0,No,Zn,0.147565996,Zn,0.147565996,0
OFIWIK_charged,4.19782,3.14416,4.19782,1.86702,0,0,44.4566,23.8115,0.3914,0.209639,0,No,Zn,0.136888011,Zn,0.136888011,0
OFIWIK01_charged,5.19003,2.86444,5.19003,1.71356,0,0,121.087,70.664,0.4114,0.240084,0,No,Zn,0.136888011,Zn,0.136888011,0
OFIWOQ_charged,4.86035,3.57261,4.86035,1.84027,155.627,84.5674,0.241527,0.131245,0.4046,0.219859,0,No,Zn,0.14246677,Zn,0.14246677,0
OFOCUI_clean,11.39371,7.77962,11.39371,0.789274,2336.11,2959.83,0,0,0.7236,0.916792,0,Yes,Cu,0.132023884,Cu,0.132023884,0
OFUDUQ_clean,3.67442,3.07956,3.67442,1.56733,0,0,94.2383,60.1265,0.3866,0.246661,0,Yes,Co,0.083916002,Co,0.083916002,0
OFUSAL_clean,3.6125,2.80456,3.6125,1.7346,0,0,115.801,66.7598,0.4348,0.250663,0,Yes,Ag,0.181544362,Ag,0.181544362,0
OFUSEP_clean,4.18909,2.4539,4.18909,1.98367,0,0,305.157,153.834,0.4674,0.235623,0,Yes,Ag,0.26637204,Ag,0.26637204,0
OKABAE_clean,14.07417,9.53484,14.07417,0.650845,2097.18,3222.24,0,0,0.77,1.18308,0,Yes,Cu,0.125251636,Cu,0.125251636,0
OSILOS_charged,4.79761,4.69593,4.79573,1.75408,479.152,273.164,0,0,0.3838,0.218804,0,Yes,Cu,0.086472437,Cu,0.086472437,0
OTARUX_clean,2.79538,2.7264,2.79538,1.99202,0,0,0,0,0.289,0.145079,0,No,Ag,0.096667839,Ag,0.096667839,0
OTARUX01_clean,2.7342,2.6786,2.7342,1.98479,0,0,0,0,0.288,0.145103,0,No,Ag,0.096667839,Ag,0.096667839,0
OTARUX02_clean,2.7982,2.75134,2.78773,1.97836,0,0,0,0,0.2876,0.145373,0,No,Ag,0.096667839,Ag,0.096667839,0
OWIVEW_clean,6.90505,4.44241,6.89724,0.826737,2998.63,3627.06,0,0,0.729,0.88178,0,No,Mn,0.075179111,Mn,0.075179111,0
PACZUQ_clean,6.93068,4.23947,6.93068,1.54491,905.644,586.213,0,0,0.4772,0.308886,0,No,Pr,0.17390955,Pr,0.17390955,0
PADBAZ_charged,7.27183,4.3116,7.03101,1.80524,823.314,456.069,0,0,0.447,0.247613,0,No,Nd,0.148910647,Nd,0.148910647,0
PAPRUU_clean,7.39284,4.83476,7.39284,1.80811,810.66,448.345,0,0,0.438,0.242241,0,No,La,0.22396646,Ni,0.141952866,0
PARFOF_clean_h,2.76615,2.45829,2.64934,1.54104,0,0,0,0,0.3688,0.239319,0,No,V,0.090605674,V,0.090605674,0
PEBNEP_clean,4.70974,3.99855,4.70974,1.47945,319.51,215.966,0,0,0.4064,0.274697,0,Yes,Co,0.057135639,Cu,0.123215493,0
PEDMER_clean,4.87431,3.86596,4.87431,1.94999,1030.99,528.717,0,0,0.5166,0.264924,0,Yes,Cu,0.18963661,Cu,0.18963661,0
PEJRON_clean,3.5787,3.03358,3.5787,1.42754,0,0,11.3935,7.98121,0.367,0.257086,0,No,Co,0.045507506,Co,0.045507506,0
PENZUE_clean,3.89114,3.09221,3.89114,1.63624,0,0,101.898,62.2762,0.4122,0.25192,0,No,Zn,0.133705116,Zn,0.133705116,0
PEPLEC_clean,7.22831,6.81306,7.22831,1.03011,1642,1594,0,0,0.618,0.599935,0,No,V,0.110236025,V,0.110236025,0
PEPLIG_clean,6.77242,6.39006,6.75097,1.04905,1614.89,1539.38,0,0,0.6148,0.586054,0,No,V,0.110236025,V,0.110236025,0
PEPLOM_clean,5.48105,5.23227,5.47438,1.20095,1296.27,1079.37,0,0,0.5572,0.463966,0,No,V,0.110236025,V,0.110236025,0
PEPXIS_clean,2.78739,2.47168,2.76127,1.89348,0,0,0,0,0.4184,0.220968,0,No,Zn,0.176518074,Zn,0.176518074,0
PEQHOK_clean,5.24132,2.5764,5.23812,1.47722,0,0,558.153,377.841,0.4612,0.312208,0,No,Co,0.131509033,Co,0.131509033,0
PEVJOQ_clean,2.98563,2.46263,2.98563,1.53361,0,0,0,0,0.3724,0.242825,0,No,Cd,0.095117461,Cd,0.095117461,0
PEVPUD_clean,14.95299,7.91451,14.95299,0.594947,2180.68,3665.34,0,0,0.8226,1.38264,0,No,Zn,0.17119239,Zn,0.17119239,0
PEVQAK_clean,14.88407,7.88772,14.87495,0.602423,2214.42,3675.85,0,0,0.819,1.35951,0,No,Zn,0.17119239,Zn,0.17119239,0
PEVQEO_clean,14.84098,7.95223,14.84098,0.610855,2196.54,3595.85,0,0,0.8028,1.31422,0,No,Zn,0.169847519,Zn,0.169847519,0
PEVQOY_clean_h,14.80942,7.88362,14.80084,0.613708,2232.3,3637.4,0,0,0.8108,1.32115,0,No,Zn,0.169847519,Zn,0.169847519,0
PIYZAZ_clean,7.00061,5.66568,7.00061,1.03548,2663.91,2572.62,0,0,0.7414,0.715993,0,No,Cd,0.350291042,Cd,0.350291042,0
POBYAH_charged,5.61208,3.90993,5.47281,3.11106,1121.22,360.397,0,0,0.4562,0.146638,0,No,Ni,0.117506494,W,0.552082358,0
PODWIQ_clean,6.85777,3.8098,6.85777,2.26549,293.451,129.531,0,0,0.368,0.162438,0,Yes,Cu,0.099570365,Cu,0.099570365,0
POJTOY01_clean,2.78157,2.47684,2.78157,1.75623,0,0,0,0,0.3652,0.207945,0,No,Fe,0.118335735,Fe,0.118335735,0
POJTUE_clean,2.98206,2.71894,2.98206,1.58829,0,0,0,0,0.425,0.267584,0,No,Fe,0.118335735,Fe,0.118335735,0
POVXII_clean,4.522,2.81232,4.46146,1.57551,0,0,327.166,207.657,0.4076,0.25871,0,No,Mn,0.160628121,Mn,0.160628121,0
POZKUL_clean,3.2008,2.70535,3.2008,3.45761,0,0,0,0,0.4114,0.118984,0,Yes,Sn,0.18353854,Au,0.609063373,0
PUSXIL01_charged,6.70445,4.13478,6.70445,1.22085,1600.77,1311.19,0,0,0.607,0.497195,0,Yes,Zn,0.136522425,Zn,0.136522425,0
QESYOD_clean,7.06657,4.49673,7.06657,1.70049,1062.54,624.842,0,0,0.5092,0.299443,0,No,Cu,0.097873759,Cu,0.097873759,0
QEZZOL_clean,6.25588,3.45747,6.04611,1.73068,941.451,543.977,0,0,0.483,0.279081,0,Yes,Cu,0.16799467,W,0.324008227,0
QISRIV_clean,4.70587,2.5965,4.70195,1.749,0,0,206.61,118.131,0.429,0.245283,0,No,Mo,0.083560923,Rh,0.358473313,0
QODHUO_clean,7.01702,3.80696,7.00767,1.33459,1022.86,766.423,0,0,0.4802,0.35981,0,Yes,Ag,0.12835212,Ag,0.12835212,0
QOPCII_charged,3.39537,3.00138,3.37061,2.11237,0,0,7.42787,3.51637,0.338,0.16001,0,No,Mn,0.143848611,Mn,0.143848611,0
QOTWON_clean,4.80342,2.47987,4.79488,1.41344,0,0,758.663,536.75,0.4862,0.343984,0,No,Mn,0.175845357,Mn,0.175845357,0
QUGPAJ_charged,9.18799,6.4755,9.18799,2.98549,918.453,307.639,0,0,0.4726,0.158299,0,Yes,Nd,0.062453617,Re,0.483741242,0
REXCII_clean,8.08493,5.70512,8.08493,1.37969,1708.34,1238.2,0,0,0.6152,0.445897,0,No,Zn,0.061981794,Zn,0.061981794,0
REXCOO_clean,8.77219,5.8473,8.77219,1.32352,1734.33,1310.39,0,0,0.6516,0.492323,0,No,Zn,0.061981794,Zn,0.061981794,0
REXCUU_clean,8.63785,5.56771,8.63785,1.36162,1719.14,1262.57,0,0,0.6254,0.459305,0,No,Zn,0.061981794,Zn,0.061981794,0
REXDAB_clean,10.30851,5.62434,10.27466,1.28435,1767.21,1375.95,0,0,0.652,0.507649,0,No,Zn,0.061981794,Zn,0.061981794,0
REXDEF_clean,8.48446,5.31586,8.48446,1.36884,1680.23,1227.48,0,0,0.6354,0.464188,0,No,Zn,0.061981794,Zn,0.061981794,0
REXDIJ_clean,8.90631,7.09895,8.90631,1.2857,1723.1,1340.2,0,0,0.6524,0.507429,0,No,Zn,0.061981794,Zn,0.061981794,0
REXDOP_clean,10.39698,6.23971,7.4603,1.26275,1736.17,1374.91,0,0,0.6598,0.522512,0,No,Zn,0.061981794,Zn,0.061981794,0
REXDUV_clean,8.6384,5.67843,8.6331,1.35953,1719.61,1264.86,0,0,0.6318,0.464721,0,No,Zn,0.061981794,Zn,0.061981794,0
REXFAD_clean,8.37909,6.69323,8.37909,1.32806,1739.82,1310.04,0,0,0.6402,0.482057,0,Yes,Zn,0.061981794,Zn,0.061981794,0
REXFEH_clean,9.20954,5.96123,9.20203,1.33437,1715.88,1285.91,0,0,0.627,0.469885,0,No,Zn,0.061981794,Zn,0.061981794,0
REXFIL_clean,8.77344,5.77864,8.77344,1.35848,1719.23,1265.56,0,0,0.6372,0.469054,0,Yes,Zn,0.061981794,Zn,0.061981794,0
REXFOR_clean,8.55578,6.22037,8.55578,1.35087,1711.36,1266.85,0,0,0.6414,0.474804,0,No,Zn,0.061981794,Zn,0.061981794,0
REXFUX_clean,8.11172,6.18424,8.11172,1.35522,1728.2,1275.22,0,0,0.6386,0.471215,0,No,Zn,0.061981794,Zn,0.061981794,0
RONCIG_clean,9.09448,7.62606,9.09448,1.45289,1203.19,828.136,0,0,0.5812,0.400029,0,Yes,Gd,0.246982029,Cu,0.149711161,0
RONZID_clean,6.44623,4.93162,6.4436,1.11083,2786.39,2508.38,0,0,0.7422,0.668147,0,Yes,Cd,0.341787777,Cd,0.341787777,0
RULQIY_clean,8.44935,6.89767,8.44935,1.57222,1115.58,709.56,0,0,0.577,0.366998,0,Yes,Yb,0.265210788,Cu,0.146087012,0
RUTPAY01_clean,12.27499,7.40141,12.2697,0.921669,1887.7,2048.13,0.575539,0.624453,0.7074,0.767521,0,Yes,Zn,0.095143684,Pd,0.116150094,0
RUVKAV_clean,11.95152,7.15447,11.95152,0.601684,2230,3706.27,0,0,0.7794,1.29537,0,Yes,Cu,0.12674927,Cu,0.12674927,0
SADMIV_clean,3.01628,2.78558,3.01628,1.5669,0,0,0,0,0.4248,0.271109,0,No,Fe,0.118335735,Fe,0.118335735,0
SAHYIK_clean,14.95386,7.83064,14.95386,0.604717,2240.89,3705.69,0,0,0.8072,1.33484,0,No,Zn,0.169847519,Zn,0.169847519,0
SAHYOQ_clean,15.08364,7.95598,15.08364,0.589708,2220.72,3765.8,0,0,0.8102,1.3739,0,No,Zn,0.169847519,Zn,0.169847519,0
SAHYOQ02_clean,15.09297,7.93903,15.09297,0.58909,2229.91,3785.36,0,0,0.8032,1.36346,0,No,Zn,0.169847519,Zn,0.169847519,0
SAHYOQ03_clean,15.06405,7.94237,15.06405,0.591684,2234.11,3775.85,0,0,0.8006,1.35309,0,No,Zn,0.169847519,Zn,0.169847519,0
SAHYOQ04_clean,15.0871,7.93521,15.08299,0.589515,2239.12,3798.24,0,0,0.802,1.36044,0,No,Zn,0.169847519,Zn,0.169847519,0
SAHYOQ05_clean,15.08874,7.90748,15.08561,0.589515,2194.02,3721.74,0,0,0.803,1.36214,0,No,Zn,0.169847519,Zn,0.169847519,0
SAPJIE_charged,4.07878,3.01558,4.0712,1.76057,0,0,42.2277,23.9852,0.402,0.228335,0,No,Al,0.043046145,Zn,0.208613528,0
SARNOQ_clean,9.2766,6.16862,9.2766,1.10826,1838.17,1658.6,0,0,0.6536,0.589751,0,No,Zn,0.121746385,Zn,0.121746385,0
SATNOR_clean,11.52913,10.81966,11.52739,1.18057,1555.98,1317.99,0,0,0.6344,0.537369,0,Yes,Co,0.188910005,Co,0.188910005,0
SATNOR01_clean,11.53388,10.83707,11.53388,1.17669,1573.92,1337.58,0,0,0.6396,0.543558,0,Yes,Co,0.188910005,Co,0.188910005,0
SEGBIR_clean,10.04679,9.57778,10.04679,1.2245,885.139,722.858,0,0,0.519,0.423847,0,Yes,Cu,0.082350593,Cu,0.082350593,0
SEGBOX_clean,10.01901,9.53028,10.01901,1.22461,851.889,695.639,0,0,0.5302,0.432953,0,Yes,Cu,0.082350593,Cu,0.082350593,0
SIRZUQ_clean,6.19917,3.14657,6.19917,1.64949,0,0,288.592,174.958,0.4238,0.256928,0,Yes,Cd,0.147663684,Cd,0.147663684,0
SODKON_clean,3.18719,2.69793,3.18719,2.69693,0,0,0,0,0.3788,0.140456,0,No,Cu,0.119636507,Cu,0.119636507,0
SONVAT_neutral_b,13.18133,6.56576,13.18133,0.88151,2137.18,2424.45,0,0,0.7168,0.81315,0,Yes,Cu,0.157585406,Cu,0.157585406,0
SONVEX_neutral_b,13.20026,6.62162,13.20026,0.879921,2126.12,2416.26,0,0,0.7172,0.815073,0,Yes,Cu,0.157585406,Cu,0.157585406,0
SONVIB_neutral_b,13.19327,6.63983,13.19327,0.881013,2113.29,2398.7,0,0,0.7204,0.817695,0,Yes,Cu,0.157585406,Cu,0.157585406,0
SOYWOT_neutral_b,13.17245,6.57882,13.17245,0.881994,2147.64,2434.99,0,0,0.7166,0.812478,0,Yes,Cu,0.157585406,Cu,0.157585406,0
SUJNUH_clean,7.55155,6.59808,7.55155,1.24948,986.433,789.474,0,0,0.5334,0.426897,0,Yes,Cu,0.114405773,Cu,0.114405773,0
TAFCIO_clean,5.00686,2.87014,4.8705,1.5848,0,0,192.95,121.751,0.3888,0.245331,0,No,Co,0.045663597,Co,0.045663597,0
TAKYEL_clean,7.08068,3.12698,7.08068,1.56884,0,0,572.755,365.082,0.49,0.312333,0,Yes,Eu,0.206563818,Co,0.120161343,0
TAKYOV_clean,7.07022,3.04881,7.07022,1.61174,0,0,575.318,356.955,0.4874,0.302407,0,Yes,Dy,0.217766594,Co,0.118464747,0
TANBOZ_clean,6.76714,4.26504,6.76714,1.06143,2653.84,2500.25,0,0,0.7164,0.674939,0,Yes,Cu,0.309759878,Cu,0.309759878,0
TARWAK_clean,5.7222,5.11854,5.62643,1.61442,844.237,522.933,0,0,0.433,0.268207,0,Yes,Cu,0.120955677,Cu,0.120955677,0
TARWEO_clean,5.90162,5.41792,5.90162,1.76228,855.544,485.476,0,0,0.4612,0.261707,0,Yes,Cd,0.18041027,Cd,0.18041027,0
TAXHUX_clean,3.51407,3.06361,3.50906,1.66232,0,0,17.8072,10.7122,0.4476,0.269262,0,No,Zn,0.166096042,Zn,0.166096042,0
TEDGOA_clean,8.51326,7.7807,8.51326,0.69107,2386.95,3453.99,0,0,0.7586,1.09772,0,No,Zn,0.094867189,Zn,0.094867189,0
TERFIH_clean,8.67393,6.18537,8.67393,1.20336,1858,1544,0,0,0.6538,0.543311,0,Yes,Zn,0.113335171,Ir,0.333205056,0
TIKXER_clean,3.09349,2.55371,3.08016,2.26283,0,0,0,0,0.3132,0.138411,0,Yes,Eu,0.27744124,Cu,0.116016168,0
TIVXOM_charged,5.78959,4.20151,5.78959,1.67755,480.697,286.547,0,0,0.428,0.255134,0,Yes,Ag,0.12451472,Ag,0.12451472,0
TOTVUV_clean,3.89085,3.14087,3.89085,2.64196,0,0,146.899,55.6025,0.3742,0.141637,0,Yes,Cd,0.263990869,Cd,0.263990869,0
TOVJAP_charged,4.47668,3.46305,4.46299,1.95257,333.013,170.551,90.5462,46.3727,0.4092,0.209569,0,Yes,V,0.258687226,Fe,0.035448476,0
TOWLOI_clean,5.17624,2.79106,5.17556,1.37437,0,0,501.879,365.169,0.4822,0.350851,0,No,Fe,0.115238897,Fe,0.115238897,0
TOWPAY_clean,10.36333,5.51503,6.36146,0.959971,1250.02,1302.14,591.404,616.064,0.659,0.686479,0,No,Fe,0.109371328,Fe,0.109371328,0
TUDHUW_clean,11.4017,3.42736,11.39228,0.925393,1483.59,1603.2,0,0,0.6498,0.702188,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJAE_clean,11.47947,3.55374,11.46823,0.907068,1523.5,1679.59,0,0,0.6564,0.72365,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJEI_clean,11.45765,3.52097,11.45765,0.912862,1514.71,1659.3,0,0,0.6552,0.717742,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJIM_clean,11.39757,3.44135,11.3863,0.926734,1496.33,1614.63,0,0,0.6498,0.701172,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJOS_clean,11.48826,3.97011,11.48826,0.911585,1583.78,1737.39,0,0,0.6576,0.721381,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDJUY_clean,11.45685,3.50876,11.41272,0.916244,1516.85,1655.51,0,0,0.6546,0.714439,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDKAF_clean,11.49204,3.53756,11.48138,0.908061,1519.08,1672.88,0,0,0.6552,0.721538,0,No,Zn,0.143644321,Zn,0.143644321,0
TUDKEJ_clean,11.41556,3.45595,11.40616,0.924356,1492.99,1615.17,0,0,0.6502,0.703409,0,No,Zn,0.143644321,Zn,0.143644321,0
UFANEV_charged,6.18124,5.40961,6.18124,1.34624,1415.98,1051.8,0,0,0.542,0.402602,0,No,Ag,215.7364,Ag,215.7364,0
UJOWIA_charged,3.533,2.44731,3.533,1.41822,0,0,11.4515,8.07454,0.4242,0.299107,0,No,Co,0.10767885,W,0.167950169,0
UKULOB_clean,3.82761,3.2197,3.73471,2.17209,0,0,123.745,56.9706,0.3964,0.182497,0,Yes,Fe,0.122536059,Ag,0.473372516,0
UKULOB01_clean,3.80006,3.21073,3.67546,2.09728,0,0,130.666,62.3029,0.4118,0.19635,0,Yes,Fe,0.122536059,Ag,0.473372516,0
UKUMAO_clean,3.76852,3.23056,3.72223,3.06841,0,0,99.8887,32.5539,0.4034,0.131469,0,Yes,Fe,0.088091914,Au,0.621404316,0
UKUMAO01_clean,3.71518,3.2095,3.58844,2.99592,0,0,81.8788,27.3301,0.4,0.133515,0,Yes,Fe,0.088091914,Au,0.621404316,0
UMELUU_clean,3.32541,2.55721,3.30773,2.40288,0,0,0.208043,0.0865805,0.4438,0.184695,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMEMAB_clean,2.96798,2.50943,2.96719,2.54393,0,0,0,0,0.4088,0.160696,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMORIY_clean,3.159,2.5135,3.159,2.44096,0,0,0,0,0.4376,0.179273,0,Yes,Cd,0.250407641,Cd,0.250407641,0
UMUXAC_clean,6.25561,4.08308,6.25561,2.75236,376.547,136.809,0,0,0.4264,0.154921,0,Yes,Cu,0.133205661,Cu,0.133205661,0
UNIGEE_clean,14.93053,7.82687,14.92608,0.605547,2221.53,3668.64,0,0,0.8002,1.32145,0,No,Zn,0.169847519,Zn,0.169847519,0
UVINAP_clean,4.33279,3.86236,4.33279,1.23597,436.504,353.166,0,0,0.445,0.36004,0,No,Co,0.061463884,Co,0.061463884,0
UYAQAN_clean,7.19018,5.3716,7.19018,1.13147,742.019,655.8,0,0,0.4556,0.402661,0,No,Mg,0.02446052,Mg,0.02446052,0
UYAQER_clean,7.13794,5.63767,7.13794,1.22808,769.847,626.871,0,0,0.4562,0.371475,0,No,Zn,0.06077383,Zn,0.06077383,0
VACFUB_clean_h,8.50715,8.34107,8.50715,1.18054,1091.35,924.448,0,0,0.5186,0.439291,0,No,Zn,0.10559263,Zn,0.10559263,0
VACFUB01_clean,8.53124,8.3704,8.53124,1.18192,1047.12,885.95,0,0,0.5384,0.455532,0,No,Zn,0.10559263,Zn,0.10559263,0
VATXEU_clean,7.38612,5.95802,7.38612,2.25172,1314.88,583.946,0,0,0.537,0.238485,0,No,U,0.259814961,U,0.259814961,0
VAZTOG_clean,15.08014,7.93969,15.07583,0.589901,2233.7,3786.57,0,0,0.8002,1.3565,0,No,Zn,0.169847519,Zn,0.169847519,0
VEHROR_charged,9.13073,3.34226,9.11823,1.31035,1146.74,875.134,0,0,0.574,0.438049,0,No,La,0.180130649,La,0.180130649,0
VIRPOC_clean,7.89373,4.43058,7.89373,1.31415,1678.47,1277.23,0,0,0.6094,0.463722,0,Yes,Ni,0.222179741,Ni,0.222179741,0
VISTOG_clean,4.99734,2.98288,4.99734,1.87105,0,0,1016.52,543.287,0.591,0.315866,0,Yes,Cd,0.348146649,Cd,0.348146649,0
VISTUM_clean,3.90076,3.50208,3.90076,1.91514,365.822,191.016,0,0,0.4562,0.238207,0,Yes,Cd,0.266156833,Cd,0.266156833,0
VIZRIH_clean,5.68106,4.30035,5.67077,1.59459,463.928,290.94,0,0,0.436,0.273425,0,Yes,Zn,0.108752786,Zn,0.108752786,0
VURMOL_clean,13.72369,6.45196,13.7204,0.685669,2254.72,3288.35,0,0,0.7834,1.14253,0,Yes,Zn,0.160459043,Zn,0.160459043,0
VUSKAW_clean,14.98828,7.97019,14.98828,0.594675,2204.82,3707.61,0,0,0.8008,1.34662,0,No,Zn,0.169847519,Zn,0.169847519,0
VUSKEA_clean,14.99758,7.99679,14.99758,0.594675,2192.84,3687.46,0,0,0.8014,1.34763,0,No,Zn,0.169847519,Zn,0.169847519,0
VUSQIK_charged,5.07837,4.30344,5.07804,3.66199,829.428,226.497,0,0,0.418,0.114146,0,Yes,Ni,117.3868,Ni,117.3868,0
WABTOK_clean,4.92775,3.91462,4.90973,1.78273,1357.93,761.713,0,0,0.5942,0.333308,0,Yes,Cd,0.264276355,Cd,0.264276355,0
WAHMEY01_clean_h,4.18023,2.43289,4.18023,2.50709,0,0,28.4447,11.3457,0.3594,0.143354,0,Yes,Fe,0.073280272,Au,0.516922329,0
WAHREE_clean,4.96921,2.85009,4.89676,1.60709,0,0,182.972,113.853,0.387,0.240807,0,No,Co,0.045663597,Co,0.045663597,0
WICGEV_clean,4.986,4.06891,4.90495,1.61194,943.479,585.307,0,0,0.463,0.287232,0,No,Mn,0.189478062,Mn,0.189478062,0
WIHVAL_clean,4.98172,4.06866,4.90588,1.61186,947.448,587.799,0,0,0.4852,0.301019,0,No,Mn,0.189478062,Mn,0.189478062,0
WIHVEP_clean,4.98664,4.03769,4.97035,1.60991,948.127,588.931,0,0,0.473,0.293805,0,No,Mn,0.189478062,Mn,0.189478062,0
WIZFES_clean,5.50766,4.70454,5.4824,2.45051,737.964,301.147,0,0,0.3958,0.161517,0,Yes,Cd,0.232729155,Cd,0.232729155,0
WOBHIF_clean,11.56233,10.79499,11.34783,1.26386,1614.64,1277.55,0,0,0.653,0.516673,0,Yes,Zn,0.201257165,Zn,0.201257165,0
WOBHIF01_clean,11.56097,10.76086,11.56026,1.25104,1619.08,1294.19,0,0,0.6542,0.522924,0,Yes,Zn,0.201257165,Zn,0.201257165,0
WOMFIO_charged,7.57197,7.44682,7.57197,1.26544,1249.19,987.162,0,0,0.5496,0.434316,0,No,Mn,0.12098863,Mn,0.12098863,0
WONXIH_clean,3.7089,3.2937,3.66569,2.15556,0,0,99.9572,46.3717,0.3524,0.163484,0,Yes,Gd,0.284347763,Cu,0.114907237,0
WUQRAC_clean_h,9.73254,3.21457,9.72542,1.00665,0,0,823.414,817.976,0.534,0.530473,0,No,Nb,0.08464252,Fe,0.101755381,0
XAKQIL_clean,3.43745,2.67531,3.43745,1.3324,0,0,2.3891,1.79308,0.4116,0.308916,0,No,Co,0.056729459,Co,0.056729459,0
XALTEK_clean,4.31419,3.00244,4.31419,2.12624,0,0,570.547,268.336,0.529,0.248796,0,Yes,Cu,0.256106557,Au,0.396912707,0
XAMDUM_clean,13.20706,6.72961,13.20706,0.879722,2074.04,2357.61,0,0,0.7196,0.817985,0,Yes,Cu,0.157585406,Cu,0.157585406,0
